id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
74535,Adventures of Captain Vrungel,7.606,66,"[16, 35, 12, 28]",ru,1980-03-24,117,0,0,0.3032,"An old sea captain and his student decide to take part in the international regatta. At the same time an amateur thief steals a statue of Aphrodite from Louvre and boards their yacht by mistake. A long, fun adventure is ahead.",['Soviet Union'],['Kyivnaukfilm'],Davyd Cherkaskyi,"['Zinoviy Gerdt', 'Yevhen Papernyi', 'Heorhii Kyshko', 'Aleksandr Burmistrov', 'Semyon Farada']",vote_average.desc_1980,movie
61389,A Bad Son,7.6,54,[18],fr,1980-10-14,110,0,7900000,0.4518,Bruno is released from prison. He looks for a job and tries to start a new life. His first stop is at his father's apartment.,['France'],"['Sara Films', 'Antenne 2', 'SFP']",Claude Sautet,"['Patrick Dewaere', 'Yves Robert', 'Brigitte Fossey', 'Claire Maurier', 'André Julien']",vote_average.desc_1980,movie
49139,Confidence,7.6,17,[18],hu,1980-01-10,105,0,0,0.393,"Janos and Kata are thrown together during the Second World War and forced to pose as husband and wife to hide from the Nazis. The intensity and suffocating intimacy of their new relationship and the circumstances in which they find themselves, forces them to confront past prejudices and assumptions ",['Hungary'],"['Objektív Film', 'Mafilm']",István Szabó,"['Ildikó Bánsági', 'Péter Andorai', 'Ildikó Kishonti', 'Lajos Balázsovits', 'Tamás Dunai']",vote_average.desc_1980,movie
23715,Karz,7.559,17,"[28, 53]",hi,1980-06-11,159,0,0,0.9521,Ravi is killed by his wife after his marriage. He is reborn as Monty and is now a singer he goes to holiday in Ooty where he recollects his memories from previous life and inquires about his family from first life and his evil wife Kamini.,['India'],['Mukta Arts Ltd'],Subhash Ghai,"['Rishi Kapoor', 'Tina Munim', 'Simi Garewal', 'Premnath Malhotra', 'Pran Sikand']",vote_average.desc_1980,movie
85642,Garlic Is as Good as Ten Mothers,7.5,21,[99],en,1980-10-12,51,0,0,0.1879,"A zesty paean of praise to the greater glories of garlic. This lip-smacking foray into the history, consumption, cultivation and culinary/curative powers of the stinking rose features chef Alice Waters of Chez Panisse, and a flavorful musical soundtrack.  Preserved by the Academy Film Archive in 199",['United States of America'],['Flower Films'],Les Blank,"['Alice Waters', 'Werner Herzog', 'Harrod Blank', 'Michael Goodwin', 'Christopher Pray']",vote_average.desc_1980,movie
77759,Vacations in Prostokvashino,7.5,92,[16],ru,1980-06-06,18,0,0,0.7222,The continuation of the adventures of Fyodor and his friends from the Prostokvashino village.,['Soviet Union'],['Soyuzmultfilm'],Vladimir Popov,"['Mariya Vinogradova', 'Oleg Tabakov', 'Lev Durov', 'Valentina Talyzina', 'Boris Novikov']",vote_average.desc_1980,movie
16619,Ordinary People,7.472,646,[18],en,1980-09-19,124,6000000,54766923,1.7316,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is tra",['United States of America'],"['Paramount Pictures', 'Wildwood Enterprises']",Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton', 'M. Emmet Walsh']",vote_count.desc_1980,movie
90781,Crac,7.4,42,"[16, 18]",fr,1980-09-29,15,0,0,0.2756,A wooden rocking chair serves as a tool to delve through the history of Quebec in the last century.,['Canada'],"['Société Radio-Canada', 'CBC']",Frédéric Back,[],vote_average.desc_1980,movie
178881,The Black Stuff,7.4,11,"[18, 10770]",en,1980-01-02,102,0,0,0.3469,"A Liverpool tarmac gang set off for a contract in Middlesbrough. After a day of work, the group are approached by two gypsies who offer them a lucrative side job.",['United Kingdom'],['BBC Manchester'],Jim Goddard,"['Bernard Hill', 'Michael Angelis', 'Alan Igbon', 'Peter Kerrigan', 'Tom Georgeson']",vote_average.desc_1980,movie
610470,Sherlock Holmes and Dr. Watson: Bloody Inscription,7.406,48,"[9648, 10770, 80, 12]",ru,1980-03-23,66,0,0,0.4528,"Holmes receives a message from Inspector Gregson (Igor Dmitriev) about a strange case in an abandoned house on Brixton Road: the body of an elderly American was found there, and the word ""Revenge"" is written in blood on the wall.",['Soviet Union'],"['Lenfilm', 'Gosteleradio USSR']",Igor Maslennikov,"['Vasiliy Livanov', 'Vitali Solomin', 'Rina Zelyonaya', 'Boryslav Brondukov', 'Igor Dmitriev']",vote_average.desc_1980,movie
524498,Murder in 405,7.4,10,"[80, 53]",zh,1980-05-11,102,0,0,0.2273,A murder investigation in Donghai City uncovers a larger conspiracy.,['China'],['Shanghai Film Studio'],Shen Yaoting,"['Xinghuo Zhong', 'Xu Min', 'Yan Xiang', 'Shi Jiufeng', 'Wu Xiqian']",vote_average.desc_1980,movie
146034,Manila by Night,7.4,11,[18],tl,1980-11-28,150,0,0,0.7361,"The hidden nightlife of ordinary people living in Manila unveils. Lovers and families conflict with each other as they live on the streets, which are rampant with drugs and prostitution.",['Philippines'],['Regal Entertainment'],Ishmael Bernal,"['Charito Solis', 'Alma Moreno', 'Lorna Tolentino', 'Rio Locsin', 'Cherie Gil']",vote_average.desc_1980,movie
38602,Little Lord Fauntleroy,7.3,293,"[10770, 10751, 18]",en,1980-12-01,103,0,0,1.3105,"Young Cedric Errol and his widowed mother live in genteel poverty in 1880s Brooklyn after the death of his father. Cedric's grandfather, the Earl of Dorincourt, has long ago disowned his son for marrying an American. But after the death of the Earl's remaining son, he decides to accept Cedric as his",['United Kingdom'],['Norman Rosemont Productions'],Jack Gold,"['Rick Schroder', 'Alec Guinness', 'Eric Porter', 'Colin Blakely', 'Connie Booth']",vote_average.desc_1980,movie
100984,Good Riddance,7.3,13,[18],fr,1980-02-28,120,0,0,0.3766,"Set in a small rural town in the Quebec Laurentian Mountains, Michelle lives in an isolated house with her mentally-challenged brother Guy and her 13 year old daughter Manon. Together the three of them survive by running a small firewood business and performing other odd jobs. Michelle is frustrated",['Canada'],['Les Productions Prisma'],Francis Mankiewicz,"['Charlotte Laurier', 'Marie Tifo', 'Germain Houde', 'Louise Marleau', 'Roger Le Bel']",vote_average.desc_1980,movie
21629,Stir Crazy,6.482,450,"[35, 80]",en,1980-12-12,111,10000000,101300000,1.9245,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worr",['United States of America'],['Columbia Pictures'],Sidney Poitier,"['Gene Wilder', 'Richard Pryor', 'Georg Stanford Brown', 'JoBeth Williams', 'Miguel Ángel Suárez']",vote_count.desc_1980,movie
17169,Any Which Way You Can,5.759,344,"[28, 12, 35]",en,1980-12-17,115,15000000,70687344,1.6813,"Philo takes part in a bare knuckle fight – as he does – to make more money than he can earn from his car repair business. He decides to retire, but when the Mafia come along and arrange another fight, he's pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",['United States of America'],"['Warner Bros. Pictures', 'Malpaso Productions']",Buddy Van Horn,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis', 'William Smith', 'Harry Guardino']",revenue.desc_1980,movie
12705,Smokey and the Bandit II,5.53,299,"[28, 35]",en,1980-08-15,100,17000000,66100000,1.6507,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",['United States of America'],"['Universal Pictures', 'Rastar Productions']",Hal Needham,"['Burt Reynolds', 'Jackie Gleason', 'Jerry Reed', 'Sally Field', 'Dom DeLuise']",revenue.desc_1980,movie
130724,Hardly Working,4.6,19,[35],en,1980-01-30,91,3400000,49000000,0.4924,"In Jerry Lewis's first film in a decade, he plays Bo Hooper, an unemployed circus clown who can't seem to hold down a job. The film opens with a brief montage of clips from past Lewis movies. He then moves into a succession of jobs that he gets himself fired from including a gas station attendant an",[],[],Jerry Lewis,"['Jerry Lewis', 'Susan Oliver', 'Roger C. Carmel', 'Deanna Lund', 'Harold J. Stone']",revenue.desc_1980,movie
28124,Seems Like Old Times,6.266,156,"[35, 10749]",en,1980-12-19,102,0,43995918,1.0818,"After being falsely accused of robbing a bank, a writer seeks the help of his lawyer ex-wife to clear his name. However, hilarity ensues when he must hide from her husband, who’s throwing a party for law enforcement officials.",['United States of America'],['Rastar Productions'],Jay Sandrich,"['Goldie Hawn', 'Chevy Chase', 'Charles Grodin', 'Robert Guillaume', 'Harold Gould']",revenue.desc_1980,movie
13612,Cheech & Chong's Next Movie,5.966,252,"[28, 12, 35]",en,1980-07-18,99,0,41675194,0.9804,"Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on",['United States of America'],"['Universal Pictures', 'C & C Brown Production']",Tommy Chong,"['Cheech Marin', 'Tommy Chong', 'Evelyn Guerrero', 'Betty Kennedy', 'Sy Kramer']",revenue.desc_1980,movie
1623,Brubaker,7.063,475,"[80, 18]",en,1980-06-20,125,9000000,37121708,1.8138,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,['United States of America'],['20th Century Fox'],Stuart Rosenberg,"['Robert Redford', 'Yaphet Kotto', 'Jane Alexander', 'Murray Hamilton', 'David Keith']",vote_count.desc_1980,movie
15310,The Jazz Singer,5.9,66,"[18, 10402, 10749]",en,1980-12-17,115,13000000,27118000,1.0091,A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer.,"['United Kingdom', 'United States of America']","['EMI Films', 'The Jerry Leider Company']",Richard Fleischer,"['Neil Diamond', 'Laurence Olivier', 'Lucie Arnaz', 'Catlin Adams', 'Franklyn Ajaye']",revenue.desc_1980,movie
21866,Bronco Billy,6.323,271,"[18, 10749, 35]",en,1980-06-11,116,6500000,24300000,1.3476,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",['United States of America'],"['Second Street Films', 'Warner Bros. Pictures']",Clint Eastwood,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis', 'Scatman Crothers', 'Bill McKinney']",revenue.desc_1980,movie
15668,Xanadu,5.696,273,"[14, 878, 10749]",en,1980-08-08,96,20000000,22762571,1.8732,A beautiful muse inspires an artist and his older friend to convert a dilapidated auditorium into a lavish rollerskating club.,['United States of America'],['Universal Pictures'],Robert Greenwald,"['Olivia Newton-John', 'Gene Kelly', 'Michael Beck', 'James Sloyan', 'Katie Hanley']",revenue.desc_1980,movie
21873,My Bodyguard,6.313,120,"[35, 18, 10751]",en,1980-07-11,96,0,22482952,1.5534,"Clifford Peach, an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teac",['United States of America'],"['Melvin Simon Productions', 'Market Street Productions', '20th Century Fox']",Tony Bill,"['Chris Makepeace', 'Adam Baldwin', 'Matt Dillon', 'Paul Quandt', 'Hank Salas']",revenue.desc_1980,movie
11542,Altered States,6.718,690,"[27, 878, 53]",en,1980-12-25,102,15000000,19853892,1.9923,"A research scientist explores the boundaries and frontiers of consciousness. Using sensory deprivation and hallucinogenic mixtures from native American shamans, he explores these altered states of consciousness and finds that memory, time, and perhaps reality itself are states of mind.",['United States of America'],['Warner Bros. Pictures'],Ken Russell,"['William Hurt', 'Blair Brown', 'Bob Balaban', 'Charles Haid', 'Thaao Penghlis']",vote_count.desc_1980,movie
27958,Cruising,6.6,569,"[80, 9648, 53]",en,1980-02-15,102,11000000,19814523,1.9693,"When New York is caught in the grip of a sadistic serial killer who preys on patrons of the city's underground bars, young rookie Steve Burns infiltrates the S&M subculture to try and lure him out of the shadows.","['United States of America', 'Germany']","['Lorimar Film Entertainment', 'Jerry Weintraub Productions', 'CiP - Europaische Treuhand AG']",William Friedkin,"['Al Pacino', 'Paul Sorvino', 'Karen Allen', 'Richard Cox', 'Don Scardino']",vote_count.desc_1980,movie
24825,The Octagon,5.045,132,"[12, 28, 53]",en,1980-08-14,104,4000000,18971000,1.2515,"Scott James, a veteran martial arts expert, is recruited as the protector of the wealthy and beautiful Justine  after she becomes the target of a ninja clan. When Scott finds out that his ruthless arch-nemesis, McCarn , is involved with the stealthy and dangerous criminals, he is eager to settle old",['United States of America'],['American Cinema Productions'],Eric Karson,"['Chuck Norris', 'Karen Carlson', 'Lee Van Cleef', 'Art Hindle', 'Carol Bagdasarian']",revenue.desc_1980,movie
12129,Herbie Goes Bananas,5.307,233,"[14, 35, 10751, 12]",en,1980-06-25,93,0,18000000,1.9748,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,['United States of America'],['Walt Disney Productions'],Vincent McEveety,"['Charles Martin Smith', 'Stephen W. Burns', 'Harvey Korman', 'Cloris Leachman', 'Elyssa Davalos']",revenue.desc_1980,movie
49375,Rough Cut,5.756,39,"[12, 35, 80, 9648, 10749]",en,1980-06-19,112,14000000,16656125,0.67,Two sophisticated jewel thieves join forces to steal $30 million in uncut jewels.,['United States of America'],"['David Merrick Productions', 'Paramount Pictures']",Don Siegel,"['Burt Reynolds', 'Lesley-Anne Down', 'David Niven', 'Timothy West', 'Patrick Magee']",revenue.desc_1980,movie
166,The Party,6.6,1150,"[18, 10749, 35]",fr,1980-12-17,110,0,0,1.773,"A thirteen-year-old French girl deals with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",['France'],"['Productions Marcel Dassault', 'Gaumont', 'Gaumont International']",Claude Pinoteau,"['Claude Brasseur', 'Brigitte Fossey', 'Sophie Marceau', 'Denise Grey', 'Jean-Michel Dupuis']",vote_count.desc_1980,movie
16395,Inferno,6.624,629,"[27, 53]",it,1980-02-07,107,3000000,0,2.004,A young man returns from Rome to his sister's satanic New York apartment house.,['Italy'],['Produzioni Intersound'],Dario Argento,"['Leigh McCloskey', 'Irene Miracle', 'Eleonora Giorgi', 'Daria Nicolodi', 'Sacha Pitoëff']",vote_count.desc_1980,movie
41663,Fantozzi Against the Wind,6.664,527,[35],it,1980-11-13,93,0,0,0.5713,"The third film in the saga of the unlucky clerk Ugo Fantozzi, played by its creator, Paolo Villaggio.",['Italy'],['Maura International Films'],Neri Parenti,"['Paolo Villaggio', 'Milena Vukotić', 'Gigi Reder', 'Camillo Milli', 'Paul Müller']",vote_count.desc_1980,movie
1716,The Last Metro,7.2,495,"[18, 10749, 10752]",fr,1980-09-17,131,0,0,1.6656,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",['France'],"['Les Films du Carrosse', 'Sédif Productions', 'SFP']",François Truffaut,"['Catherine Deneuve', 'Gérard Depardieu', 'Jean Poiret', 'Andréa Ferréol', 'Paulette Dubost']",genre_10752_1980,movie
